sample	samples	HGS	HGS	ENSG00000185359.12
TCGA-L1-A7W4-01	TCGA-L1-A7W4-01	0.042	0	6.034
TCGA-DU-A76R-01	TCGA-DU-A76R-01	0.042	0	5.769
TCGA-FG-A87N-01	TCGA-FG-A87N-01	0.042	0	5.725
TCGA-BC-A216-01	TCGA-BC-A216-01	0.042	0	5.654
TCGA-VP-A876-01	TCGA-VP-A876-01	0.042	0	5.629
TCGA-HT-8109-01	TCGA-HT-8109-01	0.042	0	5.515
TCGA-15-1444-01	TCGA-15-1444-01	0.042	0	5.488
TCGA-KL-8344-01	TCGA-KL-8344-01	0.042	0	5.484
TCGA-G3-AAV3-01	TCGA-G3-AAV3-01	0.042	0	5.239
TCGA-09-2056-01	TCGA-09-2056-01	0.042	0	5.052
TCGA-B8-5159-01	TCGA-B8-5159-01	0.042	0	4.716
TCGA-14-4157-01	TCGA-14-4157-01	0.042	0	
TCGA-32-1978-01	TCGA-32-1978-01	0.042	0	
TCGA-BG-A0MT-01	TCGA-BG-A0MT-01	0.042	0	
TCGA-FI-A2D4-01	TCGA-FI-A2D4-01	0.042	0	
TCGA-GN-A8LK-06	TCGA-GN-A8LK-06	0.041	0	7.176
TCGA-IS-A3K6-01	TCGA-IS-A3K6-01	0.041	0	6.904
TCGA-2G-AAFM-01	TCGA-2G-AAFM-01	0.041	0	6.876
TCGA-WC-A881-01	TCGA-WC-A881-01	0.041	0	6.656
TCGA-Q1-A6DT-01	TCGA-Q1-A6DT-01	0.041	0	6.566
TCGA-CN-A6UY-01	TCGA-CN-A6UY-01	0.041	0	6.461
TCGA-UF-A71A-01	TCGA-UF-A71A-01	0.041	0	6.288
TCGA-EB-A6L9-06	TCGA-EB-A6L9-06	0.041	0	6.063
TCGA-BJ-A0Z2-01	TCGA-BJ-A0Z2-01	0.041	0	6.05
TCGA-AO-A0J9-01	TCGA-AO-A0J9-01	0.041	0	6.011
TCGA-Z4-AAPF-01	TCGA-Z4-AAPF-01	0.041	0	5.999
TCGA-C8-A12K-01	TCGA-C8-A12K-01	0.041	0	5.875
TCGA-GL-8500-01	TCGA-GL-8500-01	0.041	0	5.856
TCGA-VQ-AA6G-01	TCGA-VQ-AA6G-01	0.041	0	5.825
TCGA-19-1787-01	TCGA-19-1787-01	0.041	0	5.82
TCGA-VQ-A91A-01	TCGA-VQ-A91A-01	0.041	0	5.745
TCGA-DU-A5TY-01	TCGA-DU-A5TY-01	0.041	0	5.726
TCGA-C8-A26V-01	TCGA-C8-A26V-01	0.041	0	5.577
TCGA-06-0878-01	TCGA-06-0878-01	0.041	0	5.504
TCGA-37-4129-01	TCGA-37-4129-01	0.041	0	5.26
TCGA-B0-5097-01	TCGA-B0-5097-01	0.041	0	5.024
TCGA-28-1750-01	TCGA-28-1750-01	0.041	0	
TCGA-32-1986-01	TCGA-32-1986-01	0.041	0	
TCGA-AF-3400-01	TCGA-AF-3400-01	0.041	0	
TCGA-AG-3602-01	TCGA-AG-3602-01	0.041	0	
TCGA-ZC-AAAH-01	TCGA-ZC-AAAH-01	0.04	0	8.411
TCGA-YU-AA4L-01	TCGA-YU-AA4L-01	0.04	0	7.028
TCGA-OR-A5KT-01	TCGA-OR-A5KT-01	0.04	0	6.77
TCGA-RW-A68G-01	TCGA-RW-A68G-01	0.04	0	6.748
TCGA-W2-A7HF-01	TCGA-W2-A7HF-01	0.04	0	6.648
TCGA-ZG-A9LU-01	TCGA-ZG-A9LU-01	0.04	0	6.514
TCGA-B5-A1MW-01	TCGA-B5-A1MW-01	0.04	0	6.357
TCGA-ZM-AA0H-01	TCGA-ZM-AA0H-01	0.04	0	6.225
TCGA-2G-AAH4-01	TCGA-2G-AAH4-01	0.04	0	6.201
TCGA-ET-A2N4-01	TCGA-ET-A2N4-01	0.04	0	6.142
TCGA-SR-A6MS-01	TCGA-SR-A6MS-01	0.04	0	6.012
TCGA-37-3789-01	TCGA-37-3789-01	0.04	0	5.929
TCGA-FA-A6HO-01	TCGA-FA-A6HO-01	0.04	0	5.913
TCGA-S9-A6U9-01	TCGA-S9-A6U9-01	0.04	0	5.901
TCGA-49-4494-01	TCGA-49-4494-01	0.04	0	5.899
TCGA-A2-A04V-01	TCGA-A2-A04V-01	0.04	0	5.896
TCGA-LN-A4MQ-01	TCGA-LN-A4MQ-01	0.04	0	5.825
TCGA-TM-A84Q-01	TCGA-TM-A84Q-01	0.04	0	5.74
TCGA-S7-A7WV-01	TCGA-S7-A7WV-01	0.04	0	5.72
TCGA-E2-A15D-01	TCGA-E2-A15D-01	0.04	0	5.708
TCGA-52-7811-01	TCGA-52-7811-01	0.04	0	5.529
TCGA-CG-4305-01	TCGA-CG-4305-01	0.04	0	5.39
TCGA-P8-A6RY-01	TCGA-P8-A6RY-01	0.04	0	5.32
TCGA-60-2704-01	TCGA-60-2704-01	0.04	0	5.047
TCGA-02-0086-01	TCGA-02-0086-01	0.04	0	
TCGA-06-A7TL-01	TCGA-06-A7TL-01	0.04	0	
TCGA-BT-A42B-01	TCGA-BT-A42B-01	0.04	0	
TCGA-EI-6883-01	TCGA-EI-6883-01	0.04	0	
TCGA-ZB-A96F-01	TCGA-ZB-A96F-01	0.039	0	8.316
TCGA-EL-A3D1-01	TCGA-EL-A3D1-01	0.039	0	7.306
TCGA-DY-A1H8-01	TCGA-DY-A1H8-01	0.039	0	7.022
TCGA-KR-A7K7-01	TCGA-KR-A7K7-01	0.039	0	6.945
TCGA-QR-A6GR-01	TCGA-QR-A6GR-01	0.039	0	6.724
TCGA-EL-A3ZL-01	TCGA-EL-A3ZL-01	0.039	0	6.637
TCGA-SP-A6QK-01	TCGA-SP-A6QK-01	0.039	0	6.63
TCGA-QH-A65Z-01	TCGA-QH-A65Z-01	0.039	0	6.447
TCGA-RW-A686-01	TCGA-RW-A686-01	0.039	0	6.165
TCGA-B6-A0IJ-01	TCGA-B6-A0IJ-01	0.039	0	6.112
TCGA-G9-6377-01	TCGA-G9-6377-01	0.039	0	5.886
TCGA-WB-A80Y-01	TCGA-WB-A80Y-01	0.039	0	5.839
TCGA-85-8049-01	TCGA-85-8049-01	0.039	0	5.834
TCGA-BP-5201-01	TCGA-BP-5201-01	0.039	0	5.801
TCGA-EE-A3JE-06	TCGA-EE-A3JE-06	0.039	0	5.788
TCGA-AR-A1AX-01	TCGA-AR-A1AX-01	0.039	0	5.767
TCGA-FG-6689-01	TCGA-FG-6689-01	0.039	0	5.756
TCGA-L5-A88T-01	TCGA-L5-A88T-01	0.039	0	5.75
TCGA-AF-2687-01	TCGA-AF-2687-01	0.039	0	5.743
TCGA-VQ-A8PP-01	TCGA-VQ-A8PP-01	0.039	0	5.63
TCGA-92-8064-01	TCGA-92-8064-01	0.039	0	5.623
TCGA-BJ-A192-01	TCGA-BJ-A192-01	0.039	0	5.618
TCGA-BH-A0H6-01	TCGA-BH-A0H6-01	0.039	0	5.615
TCGA-05-4390-01	TCGA-05-4390-01	0.039	0	5.558
TCGA-BR-8678-01	TCGA-BR-8678-01	0.039	0	5.556
TCGA-50-6590-01	TCGA-50-6590-01	0.039	0	5.359
TCGA-E1-5305-01	TCGA-E1-5305-01	0.039	0	5.331
TCGA-06-0146-01	TCGA-06-0146-01	0.039	0	
TCGA-EO-A1Y5-01	TCGA-EO-A1Y5-01	0.039	0	
TCGA-KO-8404-01	TCGA-KO-8404-01	0.038	0	8.247
TCGA-49-AAR2-01	TCGA-49-AAR2-01	0.038	0	7.212
TCGA-MH-A856-01	TCGA-MH-A856-01	0.038	0	6.903
TCGA-JV-A5VF-01	TCGA-JV-A5VF-01	0.038	0	6.832
TCGA-AJ-A3BK-01	TCGA-AJ-A3BK-01	0.038	0	6.562
TCGA-EE-A2A2-06	TCGA-EE-A2A2-06	0.038	0	6.485
TCGA-90-7964-01	TCGA-90-7964-01	0.038	0	6.425
TCGA-HM-A6W2-01	TCGA-HM-A6W2-01	0.038	0	6.36
TCGA-SX-A7SM-01	TCGA-SX-A7SM-01	0.038	0	6.28
TCGA-DQ-5624-01	TCGA-DQ-5624-01	0.038	0	6.24
TCGA-UB-A7MD-01	TCGA-UB-A7MD-01	0.038	0	6.213
TCGA-DU-8167-01	TCGA-DU-8167-01	0.038	0	6.196
TCGA-DQ-5629-01	TCGA-DQ-5629-01	0.038	0	6.184
TCGA-ZN-A9VO-01	TCGA-ZN-A9VO-01	0.038	0	6.155
TCGA-HT-7616-01	TCGA-HT-7616-01	0.038	0	6.097
TCGA-BJ-A45K-01	TCGA-BJ-A45K-01	0.038	0	6.073
TCGA-BQ-7061-01	TCGA-BQ-7061-01	0.038	0	5.956
TCGA-W2-A7HC-01	TCGA-W2-A7HC-01	0.038	0	5.945
TCGA-E9-A1ND-01	TCGA-E9-A1ND-01	0.038	0	5.926
TCGA-29-2428-01	TCGA-29-2428-01	0.038	0	5.889
TCGA-GR-A4D4-01	TCGA-GR-A4D4-01	0.038	0	5.807
TCGA-CG-4437-01	TCGA-CG-4437-01	0.038	0	5.735
TCGA-78-7162-01	TCGA-78-7162-01	0.038	0	5.684
TCGA-BH-A0HB-01	TCGA-BH-A0HB-01	0.038	0	5.584
TCGA-HT-7877-01	TCGA-HT-7877-01	0.038	0	5.558
TCGA-FG-6690-01	TCGA-FG-6690-01	0.038	0	5.43
TCGA-G3-A3CH-01	TCGA-G3-A3CH-01	0.038	0	5.317
TCGA-75-5147-01	TCGA-75-5147-01	0.038	0	5.272
TCGA-CG-4442-01	TCGA-CG-4442-01	0.038	0	5.257
TCGA-DD-A1EH-01	TCGA-DD-A1EH-01	0.038	0	5.114
TCGA-IE-A4EK-01	TCGA-IE-A4EK-01	0.038	0	4.986
TCGA-LG-A9QD-01	TCGA-LG-A9QD-01	0.038	0	4.942
TCGA-DD-A73B-01	TCGA-DD-A73B-01	0.038	0	4.833
TCGA-B0-4834-01	TCGA-B0-4834-01	0.038	0	4.648
TCGA-02-0048-01	TCGA-02-0048-01	0.038	0	
TCGA-02-0114-01	TCGA-02-0114-01	0.038	0	
TCGA-06-0143-01	TCGA-06-0143-01	0.038	0	
TCGA-06-0194-01	TCGA-06-0194-01	0.038	0	
TCGA-28-1756-01	TCGA-28-1756-01	0.038	0	
TCGA-44-A47F-01	TCGA-44-A47F-01	0.038	0	
TCGA-A6-2676-01	TCGA-A6-2676-01	0.038	0	
TCGA-AA-A01C-01	TCGA-AA-A01C-01	0.038	0	
TCGA-BS-A0UV-01	TCGA-BS-A0UV-01	0.038	0	
TCGA-D1-A2G6-01	TCGA-D1-A2G6-01	0.038	0	
TCGA-GU-A762-01	TCGA-GU-A762-01	0.037	0	6.895
TCGA-FF-8042-01	TCGA-FF-8042-01	0.037	0	6.751
TCGA-XF-AAN1-01	TCGA-XF-AAN1-01	0.037	0	6.749
TCGA-64-5778-01	TCGA-64-5778-01	0.037	0	6.682
TCGA-BP-4988-01	TCGA-BP-4988-01	0.037	0	6.619
TCGA-56-8626-01	TCGA-56-8626-01	0.037	0	6.488
TCGA-Q1-A5R1-01	TCGA-Q1-A5R1-01	0.037	0	6.447
TCGA-78-7167-01	TCGA-78-7167-01	0.037	0	6.294
TCGA-CJ-4881-01	TCGA-CJ-4881-01	0.037	0	6.268
TCGA-VD-A8KE-01	TCGA-VD-A8KE-01	0.037	0	6.244
TCGA-TT-A6YK-01	TCGA-TT-A6YK-01	0.037	0	6.225
TCGA-X6-A8C5-01	TCGA-X6-A8C5-01	0.037	0	6.121
TCGA-QH-A6CW-01	TCGA-QH-A6CW-01	0.037	0	6.056
TCGA-EE-A29G-06	TCGA-EE-A29G-06	0.037	0	6.043
TCGA-UF-A7JD-01	TCGA-UF-A7JD-01	0.037	0	6.035
TCGA-EI-6884-01	TCGA-EI-6884-01	0.037	0	5.995
TCGA-P5-A77W-01	TCGA-P5-A77W-01	0.037	0	5.914
TCGA-DX-A1L2-01	TCGA-DX-A1L2-01	0.037	0	5.911
TCGA-DD-AACU-01	TCGA-DD-AACU-01	0.037	0	5.91
TCGA-28-2510-01	TCGA-28-2510-01	0.037	0	5.874
TCGA-CM-5863-01	TCGA-CM-5863-01	0.037	0	5.872
TCGA-S9-A7IQ-01	TCGA-S9-A7IQ-01	0.037	0	5.842
TCGA-DU-5852-01	TCGA-DU-5852-01	0.037	0	5.794
TCGA-DX-A1KZ-01	TCGA-DX-A1KZ-01	0.037	0	5.678
TCGA-TQ-A7RW-01	TCGA-TQ-A7RW-01	0.037	0	5.648
TCGA-B0-5703-01	TCGA-B0-5703-01	0.037	0	5.631
TCGA-CL-5917-01	TCGA-CL-5917-01	0.037	0	5.624
TCGA-AH-6547-01	TCGA-AH-6547-01	0.037	0	5.616
TCGA-B3-3926-01	TCGA-B3-3926-01	0.037	0	5.595
TCGA-B6-A0RN-01	TCGA-B6-A0RN-01	0.037	0	5.586
TCGA-OR-A5JR-01	TCGA-OR-A5JR-01	0.037	0	5.54
TCGA-D5-5540-01	TCGA-D5-5540-01	0.037	0	5.165
TCGA-BP-4965-01	TCGA-BP-4965-01	0.037	0	4.621
TCGA-04-1336-01	TCGA-04-1336-01	0.037	0	
TCGA-12-1091-01	TCGA-12-1091-01	0.037	0	
TCGA-14-0867-01	TCGA-14-0867-01	0.037	0	
TCGA-AG-3887-01	TCGA-AG-3887-01	0.037	0	
TCGA-D3-A3MR-06	TCGA-D3-A3MR-06	0.036	0	7.094
TCGA-HC-A6HX-01	TCGA-HC-A6HX-01	0.036	0	6.849
TCGA-26-5132-01	TCGA-26-5132-01	0.036	0	6.555
TCGA-W3-AA1V-06	TCGA-W3-AA1V-06	0.036	0	6.541
TCGA-49-4487-01	TCGA-49-4487-01	0.036	0	6.491
TCGA-AX-A3GI-01	TCGA-AX-A3GI-01	0.036	0	6.384
TCGA-EJ-A46F-01	TCGA-EJ-A46F-01	0.036	0	6.353
TCGA-Z7-A8R6-01	TCGA-Z7-A8R6-01	0.036	0	6.183
TCGA-36-1577-01	TCGA-36-1577-01	0.036	0	6.121
TCGA-KC-A4BV-01	TCGA-KC-A4BV-01	0.036	0	6.067
TCGA-AY-6197-01	TCGA-AY-6197-01	0.036	0	6.014
TCGA-CR-7373-01	TCGA-CR-7373-01	0.036	0	5.986
TCGA-AR-A0U0-01	TCGA-AR-A0U0-01	0.036	0	5.95
TCGA-06-2562-01	TCGA-06-2562-01	0.036	0	5.915
TCGA-DU-6396-01	TCGA-DU-6396-01	0.036	0	5.901
TCGA-61-2102-01	TCGA-61-2102-01	0.036	0	5.896
TCGA-ZN-A9VV-01	TCGA-ZN-A9VV-01	0.036	0	5.869
TCGA-AH-6544-01	TCGA-AH-6544-01	0.036	0	5.802
TCGA-MK-A84Z-01	TCGA-MK-A84Z-01	0.036	0	5.745
TCGA-S9-A7IX-01	TCGA-S9-A7IX-01	0.036	0	5.739
TCGA-KL-8326-01	TCGA-KL-8326-01	0.036	0	5.622
TCGA-W2-A7HA-01	TCGA-W2-A7HA-01	0.036	0	5.591
TCGA-12-0616-01	TCGA-12-0616-01	0.036	0	5.563
TCGA-B6-A0IM-01	TCGA-B6-A0IM-01	0.036	0	5.523
TCGA-L5-A8NU-01	TCGA-L5-A8NU-01	0.036	0	5.435
TCGA-5P-A9KC-01	TCGA-5P-A9KC-01	0.036	0	5.116
TCGA-EL-A3T2-01	TCGA-EL-A3T2-01	0.036	0	5.057
TCGA-06-0221-01	TCGA-06-0221-01	0.036	0	
TCGA-AX-A2HC-01	TCGA-AX-A2HC-01	0.036	0	
TCGA-BG-A0RY-01	TCGA-BG-A0RY-01	0.036	0	
TCGA-BJ-A2P4-01	TCGA-BJ-A2P4-01	0.035	0	6.767
TCGA-VM-A8CF-01	TCGA-VM-A8CF-01	0.035	0	6.714
TCGA-77-A5G8-01	TCGA-77-A5G8-01	0.035	0	6.547
TCGA-HL-7533-01	TCGA-HL-7533-01	0.035	0	6.336
TCGA-DK-A3IT-01	TCGA-DK-A3IT-01	0.035	0	6.284
TCGA-CL-5918-01	TCGA-CL-5918-01	0.035	0	6.167
TCGA-AC-A62X-01	TCGA-AC-A62X-01	0.035	0	6.156
TCGA-A4-7583-01	TCGA-A4-7583-01	0.035	0	6.132
TCGA-RZ-AB0B-01	TCGA-RZ-AB0B-01	0.035	0	6.108
TCGA-23-2084-01	TCGA-23-2084-01	0.035	0	5.99
TCGA-55-8299-01	TCGA-55-8299-01	0.035	0	5.982
TCGA-B0-4701-01	TCGA-B0-4701-01	0.035	0	5.927
TCGA-OR-A5K4-01	TCGA-OR-A5K4-01	0.035	0	5.924
TCGA-2H-A9GQ-01	TCGA-2H-A9GQ-01	0.035	0	5.885
TCGA-HU-A4GU-01	TCGA-HU-A4GU-01	0.035	0	5.654
TCGA-B6-A0RM-01	TCGA-B6-A0RM-01	0.035	0	5.562
TCGA-25-2042-01	TCGA-25-2042-01	0.035	0	5.533
TCGA-FC-7961-01	TCGA-FC-7961-01	0.035	0	5.393
TCGA-DU-8158-01	TCGA-DU-8158-01	0.035	0	5.31
TCGA-BR-4362-01	TCGA-BR-4362-01	0.035	0	5.198
TCGA-BR-8297-01	TCGA-BR-8297-01	0.035	0	4.902
TCGA-ZP-A9CY-01	TCGA-ZP-A9CY-01	0.035	0	4.503
TCGA-06-0939-01	TCGA-06-0939-01	0.035	0	
TCGA-AA-A02J-01	TCGA-AA-A02J-01	0.035	0	
TCGA-86-8673-01	TCGA-86-8673-01	0.034	0	6.997
TCGA-4Z-AA7M-01	TCGA-4Z-AA7M-01	0.034	0	6.853
TCGA-53-A4EZ-01	TCGA-53-A4EZ-01	0.034	0	6.709
TCGA-G6-A8L8-01	TCGA-G6-A8L8-01	0.034	0	6.674
TCGA-ZF-AA4W-01	TCGA-ZF-AA4W-01	0.034	0	6.659
TCGA-RW-A685-01	TCGA-RW-A685-01	0.034	0	6.478
TCGA-CC-A1HT-01	TCGA-CC-A1HT-01	0.034	0	6.426
TCGA-SR-A6MZ-01	TCGA-SR-A6MZ-01	0.034	0	6.309
TCGA-XY-A8S3-01	TCGA-XY-A8S3-01	0.034	0	6.187
TCGA-F5-6863-01	TCGA-F5-6863-01	0.034	0	6.179
TCGA-2G-AALY-01	TCGA-2G-AALY-01	0.034	0	6.144
TCGA-E1-A7YM-01	TCGA-E1-A7YM-01	0.034	0	6.009
TCGA-BH-A0HA-01	TCGA-BH-A0HA-01	0.034	0	5.982
TCGA-EX-A8YF-01	TCGA-EX-A8YF-01	0.034	0	5.95
TCGA-2J-AAB9-01	TCGA-2J-AAB9-01	0.034	0	5.944
TCGA-A8-A0A9-01	TCGA-A8-A0A9-01	0.034	0	5.932
TCGA-DX-AB2P-01	TCGA-DX-AB2P-01	0.034	0	5.912
TCGA-WB-A81H-01	TCGA-WB-A81H-01	0.034	0	5.874
TCGA-W2-A7HB-01	TCGA-W2-A7HB-01	0.034	0	5.863
TCGA-CJ-4869-01	TCGA-CJ-4869-01	0.034	0	5.859
TCGA-TQ-A8XE-01	TCGA-TQ-A8XE-01	0.034	0	5.819
TCGA-44-2655-01	TCGA-44-2655-01	0.034	0	5.802
TCGA-67-3771-01	TCGA-67-3771-01	0.034	0	5.794
TCGA-IR-A3LA-01	TCGA-IR-A3LA-01	0.034	0	5.791
TCGA-KK-A8I8-01	TCGA-KK-A8I8-01	0.034	0	5.715
TCGA-AR-A5QN-01	TCGA-AR-A5QN-01	0.034	0	5.712
TCGA-P7-A5NY-01	TCGA-P7-A5NY-01	0.034	0	5.61
TCGA-24-1550-01	TCGA-24-1550-01	0.034	0	5.365
TCGA-AZ-4682-01	TCGA-AZ-4682-01	0.034	0	5.346
TCGA-FY-A3WA-01	TCGA-FY-A3WA-01	0.034	0	5.302
TCGA-E9-A1N9-01	TCGA-E9-A1N9-01	0.034	0	5.287
TCGA-DJ-A3VM-01	TCGA-DJ-A3VM-01	0.034	0	5.28
TCGA-AO-A03O-01	TCGA-AO-A03O-01	0.034	0	5.15
TCGA-E2-A1IN-01	TCGA-E2-A1IN-01	0.034	0	5.117
TCGA-BR-4363-01	TCGA-BR-4363-01	0.034	0	5.067
TCGA-DD-AAD2-01	TCGA-DD-AAD2-01	0.034	0	5.019
TCGA-02-0034-01	TCGA-02-0034-01	0.034	0	
TCGA-06-0140-01	TCGA-06-0140-01	0.034	0	
TCGA-61-1727-01	TCGA-61-1727-01	0.034	0	
TCGA-AG-A02G-01	TCGA-AG-A02G-01	0.034	0	
TCGA-X7-A8D8-01	TCGA-X7-A8D8-01	0.033	0	7.669
TCGA-VS-A8Q9-01	TCGA-VS-A8Q9-01	0.033	0	7.35
TCGA-FW-A3R5-06	TCGA-FW-A3R5-06	0.033	0	7.153
TCGA-FS-A4F0-06	TCGA-FS-A4F0-06	0.033	0	6.622
TCGA-V4-A9EM-01	TCGA-V4-A9EM-01	0.033	0	6.619
TCGA-TQ-A7RU-01	TCGA-TQ-A7RU-01	0.033	0	6.555
TCGA-XF-AAMY-01	TCGA-XF-AAMY-01	0.033	0	6.251
TCGA-PJ-A5Z8-01	TCGA-PJ-A5Z8-01	0.033	0	6.177
TCGA-4A-A93X-01	TCGA-4A-A93X-01	0.033	0	6.167
TCGA-DE-A0XZ-01	TCGA-DE-A0XZ-01	0.033	0	6.046
TCGA-EI-6509-01	TCGA-EI-6509-01	0.033	0	6.016
TCGA-75-6205-01	TCGA-75-6205-01	0.033	0	6.004
TCGA-AZ-6606-01	TCGA-AZ-6606-01	0.033	0	6.004
TCGA-AF-6672-01	TCGA-AF-6672-01	0.033	0	5.964
TCGA-TM-A84S-01	TCGA-TM-A84S-01	0.033	0	5.891
TCGA-VS-A9UR-01	TCGA-VS-A9UR-01	0.033	0	5.863
TCGA-C5-A2M1-01	TCGA-C5-A2M1-01	0.033	0	5.824
TCGA-ZJ-A8QO-01	TCGA-ZJ-A8QO-01	0.033	0	5.72
TCGA-CC-A7IH-01	TCGA-CC-A7IH-01	0.033	0	5.639
TCGA-D7-6520-01	TCGA-D7-6520-01	0.033	0	5.588
TCGA-F5-6465-01	TCGA-F5-6465-01	0.033	0	5.545
TCGA-EL-A3D0-01	TCGA-EL-A3D0-01	0.033	0	5.544
TCGA-2G-AAFJ-01	TCGA-2G-AAFJ-01	0.033	0	5.541
TCGA-DU-7015-01	TCGA-DU-7015-01	0.033	0	5.358
TCGA-QD-A8IV-01	TCGA-QD-A8IV-01	0.033	0	5.259
TCGA-29-1766-01	TCGA-29-1766-01	0.033	0	5.251
TCGA-E9-A248-01	TCGA-E9-A248-01	0.033	0	5.223
TCGA-CS-4942-01	TCGA-CS-4942-01	0.033	0	5.22
TCGA-46-3765-01	TCGA-46-3765-01	0.033	0	5.085
TCGA-DD-AAVX-01	TCGA-DD-AAVX-01	0.033	0	4.992
TCGA-DD-AAD1-01	TCGA-DD-AAD1-01	0.033	0	4.87
TCGA-A2-A1FV-01	TCGA-A2-A1FV-01	0.033	0	4.827
TCGA-A2-A0EX-01	TCGA-A2-A0EX-01	0.033	0	4.661
TCGA-06-1806-01	TCGA-06-1806-01	0.033	0	
TCGA-AG-3726-01	TCGA-AG-3726-01	0.033	0	
TCGA-77-8140-01	TCGA-77-8140-01	0.032	0	7.07
TCGA-FD-A3SN-01	TCGA-FD-A3SN-01	0.032	0	6.935
TCGA-DB-A64V-01	TCGA-DB-A64V-01	0.032	0	6.557
TCGA-CV-6441-01	TCGA-CV-6441-01	0.032	0	6.517
TCGA-63-A5MN-01	TCGA-63-A5MN-01	0.032	0	6.476
TCGA-JL-A3YX-01	TCGA-JL-A3YX-01	0.032	0	6.281
TCGA-AB-3009-03	TCGA-AB-3009-03	0.032	0	6.266
TCGA-MA-AA3Y-01	TCGA-MA-AA3Y-01	0.032	0	6.238
TCGA-AC-A3EH-01	TCGA-AC-A3EH-01	0.032	0	6.235
TCGA-E3-A3E5-01	TCGA-E3-A3E5-01	0.032	0	6.202
TCGA-97-A4M7-01	TCGA-97-A4M7-01	0.032	0	6.184
TCGA-HT-7471-01	TCGA-HT-7471-01	0.032	0	6.03
TCGA-HT-8011-01	TCGA-HT-8011-01	0.032	0	5.975
TCGA-06-0141-01	TCGA-06-0141-01	0.032	0	5.892
TCGA-DU-6408-01	TCGA-DU-6408-01	0.032	0	5.869
TCGA-DU-A7TD-01	TCGA-DU-A7TD-01	0.032	0	5.819
TCGA-D7-6815-01	TCGA-D7-6815-01	0.032	0	5.818
TCGA-HU-A4H0-01	TCGA-HU-A4H0-01	0.032	0	5.734
TCGA-BH-A0W3-01	TCGA-BH-A0W3-01	0.032	0	5.673
TCGA-BR-6801-01	TCGA-BR-6801-01	0.032	0	5.626
TCGA-AC-A2FO-01	TCGA-AC-A2FO-01	0.032	0	5.612
TCGA-GJ-A3OU-01	TCGA-GJ-A3OU-01	0.032	0	5.584
TCGA-CR-6470-01	TCGA-CR-6470-01	0.032	0	5.551
TCGA-06-0139-01	TCGA-06-0139-01	0.032	0	5.549
TCGA-EW-A6SC-01	TCGA-EW-A6SC-01	0.032	0	5.506
TCGA-D7-8578-01	TCGA-D7-8578-01	0.032	0	5.334
TCGA-TT-A6YN-01	TCGA-TT-A6YN-01	0.032	0	5.28
TCGA-19-5960-01	TCGA-19-5960-01	0.032	0	5.275
TCGA-BH-A18M-01	TCGA-BH-A18M-01	0.032	0	5.186
TCGA-BH-A1F5-01	TCGA-BH-A1F5-01	0.032	0	5.178
TCGA-LN-A9FP-01	TCGA-LN-A9FP-01	0.032	0	5.068
TCGA-AK-3456-01	TCGA-AK-3456-01	0.032	0	4.782
TCGA-RD-A8N2-01	TCGA-RD-A8N2-01	0.032	0	4.163
TCGA-02-0107-01	TCGA-02-0107-01	0.032	0	
TCGA-02-2470-01	TCGA-02-2470-01	0.032	0	
TCGA-12-0822-01	TCGA-12-0822-01	0.032	0	
TCGA-28-5214-01	TCGA-28-5214-01	0.032	0	
TCGA-29-1692-01	TCGA-29-1692-01	0.032	0	
TCGA-81-5910-01	TCGA-81-5910-01	0.032	0	
TCGA-AG-3883-01	TCGA-AG-3883-01	0.032	0	
TCGA-CE-A484-01	TCGA-CE-A484-01	0.031	0	6.79
TCGA-QR-A6H1-01	TCGA-QR-A6H1-01	0.031	0	6.511
TCGA-KS-A41I-01	TCGA-KS-A41I-01	0.031	0	6.494
TCGA-GM-A2DF-01	TCGA-GM-A2DF-01	0.031	0	6.444
TCGA-NH-A6GA-01	TCGA-NH-A6GA-01	0.031	0	6.392
TCGA-CV-7432-01	TCGA-CV-7432-01	0.031	0	6.243
TCGA-CV-7097-01	TCGA-CV-7097-01	0.031	0	6.222
TCGA-MU-A8JM-01	TCGA-MU-A8JM-01	0.031	0	6.093
TCGA-YU-A94D-01	TCGA-YU-A94D-01	0.031	0	6.033
TCGA-Z2-A8RT-06	TCGA-Z2-A8RT-06	0.031	0	6.016
TCGA-UD-AAC1-01	TCGA-UD-AAC1-01	0.031	0	6.006
TCGA-DD-A39X-01	TCGA-DD-A39X-01	0.031	0	6.002
TCGA-RW-A689-01	TCGA-RW-A689-01	0.031	0	5.989
TCGA-DV-A4VX-01	TCGA-DV-A4VX-01	0.031	0	5.953
TCGA-33-4547-01	TCGA-33-4547-01	0.031	0	5.938
TCGA-LL-A440-01	TCGA-LL-A440-01	0.031	0	5.831
TCGA-SP-A6QD-01	TCGA-SP-A6QD-01	0.031	0	5.798
TCGA-AQ-A04J-01	TCGA-AQ-A04J-01	0.031	0	5.735
TCGA-06-2567-01	TCGA-06-2567-01	0.031	0	5.681
TCGA-G9-7509-01	TCGA-G9-7509-01	0.031	0	5.597
TCGA-DJ-A2PO-01	TCGA-DJ-A2PO-01	0.031	0	5.551
TCGA-E2-A3DX-01	TCGA-E2-A3DX-01	0.031	0	5.543
TCGA-EM-A3FP-01	TCGA-EM-A3FP-01	0.031	0	5.537
TCGA-FG-8181-01	TCGA-FG-8181-01	0.031	0	5.496
