"","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"Q96QA5",-0.056356847049674,18.3826473894428,-0.161869437168576,0.874885298574645,0.975487213668914,-6.5998286597129,"unchanged"
"Q9Y3I0",0.0516682445355947,21.7027642584342,0.138946568608425,0.89246702527156,0.975487213668914,-6.6035720023646,"unchanged"
"Q12905",0.0506159164570441,19.2655257025293,0.125197330923546,0.903043018517202,0.97794232136794,-6.60554469544581,"unchanged"
"P61247",0.047439859499093,21.4982087179055,0.129968439209112,0.899370660638333,0.97794232136794,-6.60488333304014,"unchanged"
"P14923",0.0466623724215331,24.5697200898976,0.13931414642473,0.892184578974377,0.975487213668914,-6.60351645639166,"unchanged"
"P09012",0.04559254040986,19.8679326711812,0.0834891725544768,0.935239448998107,0.983821278408082,-6.61027565905876,"unchanged"
"P16402",-0.0429612533110664,18.0027600815255,-0.109009488161895,0.915520471067858,0.97794232136794,-6.60760487776546,"unchanged"
"P09651",0.0414955979691172,21.1636655576747,0.0851526626886334,0.933952536016357,0.983821278408082,-6.61012310613383,"unchanged"
"Q02413",0.0388807996650904,23.5054330610231,0.110930745413186,0.914038237256413,0.97794232136794,-6.60737521657682,"unchanged"
"Q12906",0.0312804523360271,17.5423011309971,0.0748105521349721,0.941956543156674,0.983821278408082,-6.61102280473878,"unchanged"
"P05109",-0.028826827620211,20.4880293280346,-0.0373694063168906,0.970983621922509,0.997755196622414,-6.61330772883757,"unchanged"
"P22626",0.0270601153311567,24.2394122254438,0.066248471508491,0.948588173966583,0.986363809213039,-6.61167973033512,"unchanged"
"P16403",-0.0249601912517932,23.7077618505769,-0.0748771400594691,0.941904986214326,0.983821278408082,-6.61101738362493,"unchanged"
"Q15366",0.0176028683141212,19.0255433848637,0.037963254587997,0.970522757532315,0.997755196622414,-6.61328338633113,"unchanged"
"Q8NC51",-0.0122455918139721,18.9402501099575,-0.0350168332183952,0.972809479315792,0.997755196622414,-6.61340039277745,"unchanged"
"P62241",0.0118380296582643,20.8634352604671,0.0188799247973504,0.985337411199768,0.997755196622414,-6.6138736741471,"unchanged"
"P12273",-0.010178933320983,17.3694083488092,-0.0204005797314663,0.984156609947093,0.997755196622414,-6.61384116815012,"unchanged"
"P31942",0.00952602789542922,22.1835524054791,0.0247958277826181,0.980743902023069,0.997755196622414,-6.61373306536108,"unchanged"
"P00338",0.00462867864938232,17.7448055128613,0.0134605653602279,0.98954587348682,0.997755196622414,-6.61396905383984,"unchanged"
"P43243",0.00209304815297884,16.6963366200525,0.00344665770698696,0.99732307512547,0.997755196622414,-6.61406119325495,"unchanged"
"Q9BRL6",-0.00120850975607922,18.4797012168665,-0.00289028052235276,0.997755196622414,0.997755196622414,-6.61406311202308,"unchanged"
