"","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"Q07666",-1.42491666448057,20.3307278253543,-1.55213897241101,0.152090196527453,0.283842750496003,-5.4756563863477,"unchanged"
"Q96QA5",1.40852880988783,20.4006452300936,3.02698825718803,0.0129312374829175,0.0661564672353613,-3.1556053105299,"up-regulated"
"Q8WVV4",1.40490758328882,22.5132344734906,3.22911977527646,0.00918973761349778,0.0535771814976636,-2.81750441773061,"up-regulated"
"Q8WXE9",-1.40418515090881,21.8119965236227,-2.57570431074718,0.0278964462413281,0.105350108746662,-3.90720343959106,"down-regulated"
"Q08188",1.39822489553558,24.3235868491379,3.54598355750155,0.00541589430812194,0.0424024895831011,-2.29057124969815,"up-regulated"
"Q99729",-1.38604425021657,19.8470182885191,-2.04153759346604,0.0688520990120842,0.172668154553742,-4.76429843469811,"unchanged"
"Q92522",-1.38161641362005,19.5898344202318,-3.45999858289579,0.00624561778761022,0.0445832585658549,-2.43297824186225,"down-regulated"
"P02545",1.35712487342214,19.9684938313885,2.67951849715559,0.0233675791617077,0.0926048507519526,-3.73544009599415,"up-regulated"
"P04040",1.35329955126743,22.7727366353749,3.29158371534035,0.00827417846251527,0.0501134204993849,-2.71322388270899,"up-regulated"
"P56537",1.34600168501561,20.4676597794748,2.98690279803135,0.0138416139833464,0.0694243451352219,-3.22268688255736,"up-regulated"
"Q02413",1.34517012370772,25.7907943758328,3.07165142191944,0.0119884901321755,0.0641384222071392,-3.08085697146833,"up-regulated"
"P52272",1.3359723933235,21.0637734245763,3.70137454275462,0.00419436367147844,0.0363889388795832,-2.03468179627106,"up-regulated"
"P60174",1.3220602995132,21.5378132060411,3.12207809590719,0.0110080302943402,0.0619925916575999,-2.99647557545491,"up-regulated"
"Q9Y6C9",1.31836985389821,20.2119889612466,2.97447223030301,0.014136972347839,0.0698148942100972,-3.24348585053487,"up-regulated"
"P51991",-1.31630798634912,21.9012689529744,-2.4521399378615,0.0344358506181287,0.119427706768369,-4.11005255920463,"down-regulated"
