sample	samples	STAM	STAM	ENSG00000136738.14
TCGA-P3-A6T5-01	TCGA-P3-A6T5-01	-0.266	-1	2.892
TCGA-VS-A9UP-01	TCGA-VS-A9UP-01	-0.266	-1	2.886
TCGA-CM-5341-01	TCGA-CM-5341-01	-0.266	-1	
TCGA-CQ-6224-01	TCGA-CQ-6224-01	-0.267	-1	3.313
TCGA-CV-6950-01	TCGA-CV-6950-01	-0.267	-1	2.701
TCGA-08-0245-01	TCGA-08-0245-01	-0.267	-1	
TCGA-D7-6815-01	TCGA-D7-6815-01	-0.268	-1	3.791
TCGA-06-0132-01	TCGA-06-0132-01	-0.268	-1	3.534
TCGA-A2-A0D4-01	TCGA-A2-A0D4-01	-0.268	-1	3.141
TCGA-25-1323-01	TCGA-25-1323-01	-0.268	-1	2.939
TCGA-24-1426-01	TCGA-24-1426-01	-0.268	-1	2.753
TCGA-36-2545-01	TCGA-36-2545-01	-0.268	-1	
TCGA-XE-AAOF-01	TCGA-XE-AAOF-01	-0.269	-1	3.006
TCGA-55-8507-01	TCGA-55-8507-01	-0.269	-1	2.909
TCGA-06-5412-01	TCGA-06-5412-01	-0.269	-1	2.77
TCGA-B0-4811-01	TCGA-B0-4811-01	-0.27	-1	1.919
TCGA-FG-7643-01	TCGA-FG-7643-01	-0.271	-1	3.525
TCGA-E9-A1ND-01	TCGA-E9-A1ND-01	-0.271	-1	2.614
TCGA-VT-AB3D-01	TCGA-VT-AB3D-01	-0.271	-1	2.257
TCGA-SI-AA8B-01	TCGA-SI-AA8B-01	-0.272	-1	3.715
TCGA-AN-A0XS-01	TCGA-AN-A0XS-01	-0.272	-1	3.014
TCGA-ED-A7PX-01	TCGA-ED-A7PX-01	-0.272	-1	2.585
TCGA-55-6981-01	TCGA-55-6981-01	-0.272	-1	2.561
TCGA-FD-A43N-01	TCGA-FD-A43N-01	-0.272	-1	2.319
TCGA-CZ-5469-01	TCGA-CZ-5469-01	-0.272	-1	2.224
TCGA-08-0521-01	TCGA-08-0521-01	-0.272	-1	
TCGA-AC-A2QJ-01	TCGA-AC-A2QJ-01	-0.273	-1	0.547
TCGA-CG-4455-01	TCGA-CG-4455-01	-0.273	-1	
TCGA-CV-7432-01	TCGA-CV-7432-01	-0.274	-1	3.414
TCGA-73-4659-01	TCGA-73-4659-01	-0.274	-1	2.791
TCGA-CR-7383-01	TCGA-CR-7383-01	-0.274	-1	2.563
TCGA-BW-A5NQ-01	TCGA-BW-A5NQ-01	-0.274	-1	2.193
TCGA-FD-A6TD-01	TCGA-FD-A6TD-01	-0.274	-1	2.177
TCGA-44-2656-01	TCGA-44-2656-01	-0.275	-1	3.329
TCGA-BH-A0BV-01	TCGA-BH-A0BV-01	-0.275	-1	3.113
TCGA-D8-A27T-01	TCGA-D8-A27T-01	-0.276	-1	3.096
TCGA-2G-AAGG-01	TCGA-2G-AAGG-01	-0.276	-1	2.362
TCGA-44-6775-01	TCGA-44-6775-01	-0.277	-1	3.838
TCGA-B8-5549-01	TCGA-B8-5549-01	-0.277	-1	3.358
TCGA-A3-3380-01	TCGA-A3-3380-01	-0.277	-1	2.63
TCGA-06-0130-01	TCGA-06-0130-01	-0.277	-1	2.621
TCGA-02-0113-01	TCGA-02-0113-01	-0.277	-1	
TCGA-CR-7371-01	TCGA-CR-7371-01	-0.278	-1	3.243
TCGA-CV-7089-01	TCGA-CV-7089-01	-0.278	-1	3.103
TCGA-BP-5196-01	TCGA-BP-5196-01	-0.278	-1	2.822
TCGA-BP-4352-01	TCGA-BP-4352-01	-0.278	-1	2.789
TCGA-AX-A3G4-01	TCGA-AX-A3G4-01	-0.278	-1	2.348
TCGA-XJ-A9DX-01	TCGA-XJ-A9DX-01	-0.278	-1	2.316
TCGA-5R-AAAM-01	TCGA-5R-AAAM-01	-0.278	-1	1.476
TCGA-15-1449-01	TCGA-15-1449-01	-0.278	-1	
TCGA-A2-A1FW-01	TCGA-A2-A1FW-01	-0.279	-1	3.661
TCGA-24-1844-01	TCGA-24-1844-01	-0.279	-1	2.995
TCGA-ZG-A9L0-01	TCGA-ZG-A9L0-01	-0.279	-1	2.667
TCGA-ZF-AA4T-01	TCGA-ZF-AA4T-01	-0.279	-1	2.275
TCGA-AA-3685-01	TCGA-AA-3685-01	-0.28	-1	2.658
TCGA-FZ-5923-01	TCGA-FZ-5923-01	-0.28	-1	
TCGA-NQ-A57I-01	TCGA-NQ-A57I-01	-0.281	-1	3.088
TCGA-D3-A2JD-06	TCGA-D3-A2JD-06	-0.281	-1	2.541
TCGA-BG-A0M8-01	TCGA-BG-A0M8-01	-0.281	-1	
TCGA-GN-A9SD-06	TCGA-GN-A9SD-06	-0.282	-1	3.115
TCGA-FY-A3I5-01	TCGA-FY-A3I5-01	-0.282	-1	2.406
TCGA-VS-A9UH-01	TCGA-VS-A9UH-01	-0.282	-1	1.561
TCGA-OR-A5JH-01	TCGA-OR-A5JH-01	-0.282	-1	
TCGA-MQ-A4LM-01	TCGA-MQ-A4LM-01	-0.283	-1	2.48
TCGA-QK-A8Z9-01	TCGA-QK-A8Z9-01	-0.284	-1	2.953
TCGA-A7-A26E-01	TCGA-A7-A26E-01	-0.285	-1	3.427
TCGA-24-2019-01	TCGA-24-2019-01	-0.285	-1	2.729
TCGA-38-4631-01	TCGA-38-4631-01	-0.285	-1	2.422
TCGA-CZ-5457-01	TCGA-CZ-5457-01	-0.286	-1	2.866
TCGA-55-7281-01	TCGA-55-7281-01	-0.286	-1	2.703
TCGA-YL-A8SJ-01	TCGA-YL-A8SJ-01	-0.286	-1	2.621
TCGA-CM-5344-01	TCGA-CM-5344-01	-0.286	-1	2.583
TCGA-KP-A3W3-01	TCGA-KP-A3W3-01	-0.286	-1	2.473
TCGA-HV-A5A6-01	TCGA-HV-A5A6-01	-0.287	-1	2.799
TCGA-25-1878-01	TCGA-25-1878-01	-0.287	-1	
TCGA-31-1959-01	TCGA-31-1959-01	-0.288	-1	2.723
TCGA-KR-A7K2-01	TCGA-KR-A7K2-01	-0.288	-1	1.029
TCGA-EE-A3JA-06	TCGA-EE-A3JA-06	-0.289	-1	5.664
TCGA-BP-4166-01	TCGA-BP-4166-01	-0.289	-1	2.701
TCGA-UC-A7PG-01	TCGA-UC-A7PG-01	-0.289	-1	2.59
TCGA-BB-A5HU-01	TCGA-BB-A5HU-01	-0.29	-1	3.025
TCGA-K7-A5RG-01	TCGA-K7-A5RG-01	-0.29	-1	1.982
TCGA-06-0128-01	TCGA-06-0128-01	-0.29	-1	
TCGA-HT-8564-01	TCGA-HT-8564-01	-0.291	-1	3.401
TCGA-2A-A8VT-01	TCGA-2A-A8VT-01	-0.291	-1	3.168
TCGA-CN-5355-01	TCGA-CN-5355-01	-0.291	-1	3.167
TCGA-AN-A0XP-01	TCGA-AN-A0XP-01	-0.291	-1	2.778
TCGA-HW-A5KK-01	TCGA-HW-A5KK-01	-0.292	-1	3.149
TCGA-DK-A2I2-01	TCGA-DK-A2I2-01	-0.292	-1	2.251
TCGA-13-1819-01	TCGA-13-1819-01	-0.292	-1	
TCGA-39-5031-01	TCGA-39-5031-01	-0.294	-1	3.199
TCGA-33-4586-01	TCGA-33-4586-01	-0.294	-1	3.165
TCGA-73-4666-01	TCGA-73-4666-01	-0.295	-1	3.456
TCGA-EB-A44R-06	TCGA-EB-A44R-06	-0.295	-1	3.256
TCGA-RD-A8N6-01	TCGA-RD-A8N6-01	-0.295	-1	3.138
TCGA-29-1688-01	TCGA-29-1688-01	-0.295	-1	2.967
TCGA-2J-AABA-01	TCGA-2J-AABA-01	-0.295	-1	2.729
TCGA-YU-A90P-01	TCGA-YU-A90P-01	-0.295	-1	2.707
TCGA-DX-AB2P-01	TCGA-DX-AB2P-01	-0.296	-1	2.546
TCGA-FV-A3I0-01	TCGA-FV-A3I0-01	-0.296	-1	1.766
TCGA-19-5955-01	TCGA-19-5955-01	-0.296	-1	
TCGA-EE-A29T-06	TCGA-EE-A29T-06	-0.297	-1	3.266
TCGA-F7-A620-01	TCGA-F7-A620-01	-0.297	-1	2.516
TCGA-2G-AAGF-01	TCGA-2G-AAGF-01	-0.297	-1	2.356
TCGA-AA-A00Q-01	TCGA-AA-A00Q-01	-0.297	-1	
TCGA-CN-6989-01	TCGA-CN-6989-01	-0.299	-1	3.197
TCGA-AJ-A3BF-01	TCGA-AJ-A3BF-01	-0.299	-1	2.457
TCGA-78-8655-01	TCGA-78-8655-01	-0.3	-1	2.723
TCGA-D1-A3JQ-01	TCGA-D1-A3JQ-01	-0.3	-1	2.296
TCGA-D1-A3JP-01	TCGA-D1-A3JP-01	-0.3	-1	2.251
TCGA-AR-A0U2-01	TCGA-AR-A0U2-01	-0.301	-1	4.13
TCGA-D5-6531-01	TCGA-D5-6531-01	-0.301	-1	2.177
TCGA-AB-2941-03	TCGA-AB-2941-03	-0.302	-1	5.153
TCGA-CN-A63W-01	TCGA-CN-A63W-01	-0.302	-1	3.222
TCGA-2G-AAFE-01	TCGA-2G-AAFE-01	-0.302	-1	2.876
TCGA-66-2787-01	TCGA-66-2787-01	-0.302	-1	2.866
TCGA-C8-A1HI-01	TCGA-C8-A1HI-01	-0.302	-1	2.768
TCGA-3X-AAVB-01	TCGA-3X-AAVB-01	-0.302	-1	2.761
TCGA-IG-A3I8-01	TCGA-IG-A3I8-01	-0.303	-1	3.043
TCGA-AK-3458-01	TCGA-AK-3458-01	-0.303	-1	2.844
TCGA-85-8277-01	TCGA-85-8277-01	-0.303	-1	2.674
TCGA-21-5786-01	TCGA-21-5786-01	-0.303	-1	2.428
TCGA-23-2643-01	TCGA-23-2643-01	-0.303	-1	
TCGA-X9-A971-01	TCGA-X9-A971-01	-0.304	-1	3.491
TCGA-BP-4994-01	TCGA-BP-4994-01	-0.304	-1	3.098
TCGA-VS-A950-01	TCGA-VS-A950-01	-0.304	-1	2.928
TCGA-CV-A6JT-01	TCGA-CV-A6JT-01	-0.304	-1	1.856
TCGA-AF-2692-01	TCGA-AF-2692-01	-0.304	-1	
TCGA-BB-7872-01	TCGA-BB-7872-01	-0.305	-1	2.926
TCGA-HC-7213-01	TCGA-HC-7213-01	-0.305	-1	2.907
TCGA-K4-A5RI-01	TCGA-K4-A5RI-01	-0.305	-1	2.151
TCGA-FD-A3B5-01	TCGA-FD-A3B5-01	-0.306	-1	2.903
TCGA-A3-3352-01	TCGA-A3-3352-01	-0.306	-1	2.783
TCGA-E5-A2PC-01	TCGA-E5-A2PC-01	-0.306	-1	2.356
TCGA-LN-A8HZ-01	TCGA-LN-A8HZ-01	-0.307	-1	3.339
TCGA-C5-A1MJ-01	TCGA-C5-A1MJ-01	-0.307	-1	2.789
TCGA-ZM-AA06-01	TCGA-ZM-AA06-01	-0.307	-1	1.876
TCGA-EE-A2GC-06	TCGA-EE-A2GC-06	-0.308	-1	4.651
TCGA-CN-4725-01	TCGA-CN-4725-01	-0.308	-1	4
TCGA-13-1408-01	TCGA-13-1408-01	-0.308	-1	2.091
TCGA-DD-AADO-01	TCGA-DD-AADO-01	-0.308	-1	0.0158
TCGA-E9-A1R3-01	TCGA-E9-A1R3-01	-0.309	-1	2.969
TCGA-VP-AA1N-01	TCGA-VP-AA1N-01	-0.31	-1	2.635
TCGA-BP-4998-01	TCGA-BP-4998-01	-0.31	-1	2.585
TCGA-ER-A19W-06	TCGA-ER-A19W-06	-0.311	-1	3.796
TCGA-64-5779-01	TCGA-64-5779-01	-0.311	-1	2.705
TCGA-F7-A50G-01	TCGA-F7-A50G-01	-0.311	-1	
TCGA-95-7043-01	TCGA-95-7043-01	-0.313	-1	3.164
TCGA-BB-7870-01	TCGA-BB-7870-01	-0.313	-1	2.738
TCGA-85-8052-01	TCGA-85-8052-01	-0.313	-1	2.651
TCGA-D7-8570-01	TCGA-D7-8570-01	-0.313	-1	2.506
TCGA-E1-A7YN-01	TCGA-E1-A7YN-01	-0.314	-1	3.072
TCGA-28-2510-01	TCGA-28-2510-01	-0.315	-1	3.592
TCGA-A8-A08I-01	TCGA-A8-A08I-01	-0.315	-1	2.774
TCGA-HS-A5N8-01	TCGA-HS-A5N8-01	-0.315	-1	2.199
TCGA-56-A49D-01	TCGA-56-A49D-01	-0.316	-1	3.032
TCGA-2G-AAG8-01	TCGA-2G-AAG8-01	-0.316	-1	2.308
TCGA-DD-AACG-01	TCGA-DD-AACG-01	-0.316	-1	0.4447
TCGA-AG-A01L-01	TCGA-AG-A01L-01	-0.316	-1	
TCGA-ZH-A8Y4-01	TCGA-ZH-A8Y4-01	-0.317	-1	3.848
TCGA-ZF-A9RE-01	TCGA-ZF-A9RE-01	-0.317	-1	3.433
TCGA-AR-A2LK-01	TCGA-AR-A2LK-01	-0.317	-1	3.362
TCGA-ZG-A9KY-01	TCGA-ZG-A9KY-01	-0.317	-1	3
TCGA-AZ-5403-01	TCGA-AZ-5403-01	-0.317	-1	2.671
TCGA-L5-A4OG-01	TCGA-L5-A4OG-01	-0.318	-1	3.383
TCGA-CR-7380-01	TCGA-CR-7380-01	-0.318	-1	3.274
TCGA-56-8307-01	TCGA-56-8307-01	-0.318	-1	2.795
TCGA-CW-6090-01	TCGA-CW-6090-01	-0.319	-1	2.964
TCGA-EM-A3O9-01	TCGA-EM-A3O9-01	-0.32	-1	1.522
TCGA-IN-A6RR-01	TCGA-IN-A6RR-01	-0.321	-1	2.642
TCGA-XE-AAOB-01	TCGA-XE-AAOB-01	-0.321	-1	2.022
TCGA-DK-AA76-01	TCGA-DK-AA76-01	-0.322	-1	3.052
TCGA-62-8394-01	TCGA-62-8394-01	-0.322	-1	2.462
TCGA-DX-AB30-01	TCGA-DX-AB30-01	-0.322	-2	2.785
TCGA-19-A6J4-01	TCGA-19-A6J4-01	-0.323	-1	
TCGA-E1-5311-01	TCGA-E1-5311-01	-0.324	-1	3.651
TCGA-DX-A8BH-01	TCGA-DX-A8BH-01	-0.324	-1	2.296
TCGA-55-8514-01	TCGA-55-8514-01	-0.324	-1	2.057
TCGA-AC-A7VC-01	TCGA-AC-A7VC-01	-0.324	-1	1.496
TCGA-66-2791-01	TCGA-66-2791-01	-0.325	-1	3.05
TCGA-68-8250-01	TCGA-68-8250-01	-0.325	-1	2.683
TCGA-D9-A6E9-06	TCGA-D9-A6E9-06	-0.325	-1	2.563
TCGA-ZF-AA4W-01	TCGA-ZF-AA4W-01	-0.325	-1	1.824
TCGA-4Z-AA82-01	TCGA-4Z-AA82-01	-0.326	-1	2.433
TCGA-AG-3909-01	TCGA-AG-3909-01	-0.326	-1	
TCGA-CV-5435-01	TCGA-CV-5435-01	-0.327	-1	3.29
TCGA-AR-A254-01	TCGA-AR-A254-01	-0.327	-1	3.134
TCGA-63-7020-01	TCGA-63-7020-01	-0.327	-1	2.793
TCGA-AA-3866-01	TCGA-AA-3866-01	-0.327	-1	
TCGA-2X-A9D5-01	TCGA-2X-A9D5-01	-0.328	-1	3.572
TCGA-A8-A0AB-01	TCGA-A8-A0AB-01	-0.328	-1	3.547
TCGA-A2-A0CW-01	TCGA-A2-A0CW-01	-0.328	-1	3.186
TCGA-HB-A2OT-01	TCGA-HB-A2OT-01	-0.328	-1	2.761
TCGA-L5-A4OO-01	TCGA-L5-A4OO-01	-0.328	-1	2.595
TCGA-BC-A112-01	TCGA-BC-A112-01	-0.328	-1	2.356
TCGA-C8-A1HK-01	TCGA-C8-A1HK-01	-0.329	-1	3.615
TCGA-Q9-A6FW-01	TCGA-Q9-A6FW-01	-0.329	-1	3.37
TCGA-CA-6716-01	TCGA-CA-6716-01	-0.329	-1	2.818
TCGA-56-8626-01	TCGA-56-8626-01	-0.329	-1	2.723
TCGA-08-0380-01	TCGA-08-0380-01	-0.329	-1	
TCGA-66-2777-01	TCGA-66-2777-01	-0.33	-1	3.352
TCGA-22-4593-01	TCGA-22-4593-01	-0.33	-1	2.919
TCGA-25-2400-01	TCGA-25-2400-01	-0.33	-1	2.607
TCGA-ER-A3PL-06	TCGA-ER-A3PL-06	-0.331	-1	3.806
TCGA-78-7150-01	TCGA-78-7150-01	-0.331	-1	3.26
TCGA-GF-A4EO-06	TCGA-GF-A4EO-06	-0.331	-1	3.138
TCGA-PE-A5DE-01	TCGA-PE-A5DE-01	-0.331	-1	2.345
TCGA-FS-A1ZA-06	TCGA-FS-A1ZA-06	-0.332	-1	3.076
TCGA-CM-6677-01	TCGA-CM-6677-01	-0.332	-1	2.901
TCGA-28-2513-01	TCGA-28-2513-01	-0.332	-1	2.6
TCGA-UF-A7JC-01	TCGA-UF-A7JC-01	-0.333	-1	3.608
TCGA-QH-A6CS-01	TCGA-QH-A6CS-01	-0.333	-1	3.213
TCGA-CV-7090-01	TCGA-CV-7090-01	-0.333	-1	2.96
TCGA-22-5471-01	TCGA-22-5471-01	-0.333	-1	2.496
TCGA-ZF-A9RD-01	TCGA-ZF-A9RD-01	-0.333	-1	
TCGA-EE-A29W-06	TCGA-EE-A29W-06	-0.334	-1	2.909
TCGA-LL-A7T0-01	TCGA-LL-A7T0-01	-0.334	-1	2.799
TCGA-2G-AAG0-01	TCGA-2G-AAG0-01	-0.335	-1	2.791
TCGA-96-8170-01	TCGA-96-8170-01	-0.335	-1	2.514
TCGA-G7-6789-01	TCGA-G7-6789-01	-0.335	-1	2.47
TCGA-CJ-5676-01	TCGA-CJ-5676-01	-0.335	-1	2.379
TCGA-DX-AB2F-01	TCGA-DX-AB2F-01	-0.336	-1	2.66
TCGA-DD-AACU-01	TCGA-DD-AACU-01	-0.336	-1	1.609
TCGA-BH-A1EO-01	TCGA-BH-A1EO-01	-0.337	-1	3.368
TCGA-33-4533-01	TCGA-33-4533-01	-0.338	-1	3.236
TCGA-77-7465-01	TCGA-77-7465-01	-0.338	-1	3.134
TCGA-HZ-7289-01	TCGA-HZ-7289-01	-0.338	-1	2.141
TCGA-55-8091-01	TCGA-55-8091-01	-0.339	-1	2.932
TCGA-BR-8486-01	TCGA-BR-8486-01	-0.339	-1	2.884
TCGA-EE-A180-06	TCGA-EE-A180-06	-0.34	-1	4.659
TCGA-SN-A84Y-01	TCGA-SN-A84Y-01	-0.34	-1	3.072
TCGA-25-2399-01	TCGA-25-2399-01	-0.34	-1	2.832
TCGA-WE-AAA4-06	TCGA-WE-AAA4-06	-0.34	-1	2.313
TCGA-HZ-A77O-01	TCGA-HZ-A77O-01	-0.34	-1	2.275
TCGA-HM-A3JK-01	TCGA-HM-A3JK-01	-0.34	-1	1.9
TCGA-QQ-A5VD-01	TCGA-QQ-A5VD-01	-0.34	-1	1.856
TCGA-75-6212-01	TCGA-75-6212-01	-0.341	-1	2.78
TCGA-2G-AAL7-01	TCGA-2G-AAL7-01	-0.341	-1	2.236
TCGA-28-2501-01	TCGA-28-2501-01	-0.341	-1	
TCGA-AA-A01D-01	TCGA-AA-A01D-01	-0.341	-1	
TCGA-DQ-5631-01	TCGA-DQ-5631-01	-0.342	-1	3.414
TCGA-BH-A202-01	TCGA-BH-A202-01	-0.342	-1	2.977
TCGA-YU-AA61-01	TCGA-YU-AA61-01	-0.342	-1	2.897
TCGA-XT-AASU-01	TCGA-XT-AASU-01	-0.343	-1	2.48
TCGA-68-7755-01	TCGA-68-7755-01	-0.344	-1	3.289
TCGA-DC-6156-01	TCGA-DC-6156-01	-0.344	-1	2.975
TCGA-02-0456-01	TCGA-02-0456-01	-0.344	-1	
TCGA-W3-AA21-06	TCGA-W3-AA21-06	-0.345	-1	3.944
TCGA-VT-A80J-01	TCGA-VT-A80J-01	-0.345	-1	2.774
TCGA-AG-3593-01	TCGA-AG-3593-01	-0.345	-1	
TCGA-KO-8405-01	TCGA-KO-8405-01	-0.346	-1	2.354
TCGA-49-4490-01	TCGA-49-4490-01	-0.346	-1	1.971
TCGA-UD-AAC7-01	TCGA-UD-AAC7-01	-0.347	-1	3.972
TCGA-A8-A076-01	TCGA-A8-A076-01	-0.347	-1	2.949
TCGA-49-4488-01	TCGA-49-4488-01	-0.347	-1	2.561
TCGA-44-6779-01	TCGA-44-6779-01	-0.348	-1	3.54
TCGA-BH-A0H9-01	TCGA-BH-A0H9-01	-0.348	-1	3.24
TCGA-85-6798-01	TCGA-85-6798-01	-0.348	-1	2.183
TCGA-XF-A8HE-01	TCGA-XF-A8HE-01	-0.348	-1	1.852
TCGA-2G-AAGE-01	TCGA-2G-AAGE-01	-0.349	-1	3.079
TCGA-J9-A52B-01	TCGA-J9-A52B-01	-0.349	-1	2.874
TCGA-YL-A9WK-01	TCGA-YL-A9WK-01	-0.349	-1	2.242
TCGA-18-4721-01	TCGA-18-4721-01	-0.35	-1	3.131
TCGA-AC-A5XU-01	TCGA-AC-A5XU-01	-0.35	-1	2.919
TCGA-D3-A2JC-06	TCGA-D3-A2JC-06	-0.35	-1	2.799
TCGA-2G-AAKM-01	TCGA-2G-AAKM-01	-0.351	-1	3.214
TCGA-62-8402-01	TCGA-62-8402-01	-0.351	-1	2.412
TCGA-O2-A52N-01	TCGA-O2-A52N-01	-0.351	-1	2.151
TCGA-85-A50Z-01	TCGA-85-A50Z-01	-0.352	-1	3.384
TCGA-85-8351-01	TCGA-85-8351-01	-0.352	-1	3.31
TCGA-DV-5566-01	TCGA-DV-5566-01	-0.352	-1	3.168
TCGA-BP-4775-01	TCGA-BP-4775-01	-0.352	-1	2.77
TCGA-DK-A3IS-01	TCGA-DK-A3IS-01	-0.352	-1	2.467
TCGA-12-0691-01	TCGA-12-0691-01	-0.352	-1	
TCGA-AA-3697-01	TCGA-AA-3697-01	-0.353	-1	3.392
TCGA-67-3770-01	TCGA-67-3770-01	-0.353	-1	3.118
TCGA-DU-A76R-01	TCGA-DU-A76R-01	-0.353	-1	2.973
TCGA-44-7660-01	TCGA-44-7660-01	-0.353	-1	2.091
TCGA-MP-A4T2-01	TCGA-MP-A4T2-01	-0.353	-1	
TCGA-GN-A8LK-06	TCGA-GN-A8LK-06	-0.354	-1	3.052
TCGA-CV-A45W-01	TCGA-CV-A45W-01	-0.354	-1	1.949
TCGA-OR-A5JG-01	TCGA-OR-A5JG-01	-0.355	-1	3.126
TCGA-39-5034-01	TCGA-39-5034-01	-0.355	-1	3.053
TCGA-77-7138-01	TCGA-77-7138-01	-0.355	-1	2.342
TCGA-DD-AADA-01	TCGA-DD-AADA-01	-0.355	-1	1.001
TCGA-52-7622-01	TCGA-52-7622-01	-0.356	-1	3.225
TCGA-CQ-7072-01	TCGA-CQ-7072-01	-0.356	-1	2.88
TCGA-N6-A4VE-01	TCGA-N6-A4VE-01	-0.356	-1	2.328
TCGA-XF-A9SV-01	TCGA-XF-A9SV-01	-0.356	-1	1.903
TCGA-YD-A9TB-06	TCGA-YD-A9TB-06	-0.357	-1	4.124
TCGA-85-7844-01	TCGA-85-7844-01	-0.357	-1	2.964
TCGA-CV-7102-01	TCGA-CV-7102-01	-0.357	-1	2.778
TCGA-LA-A446-01	TCGA-LA-A446-01	-0.357	-1	2.749
TCGA-50-6591-01	TCGA-50-6591-01	-0.357	-1	2.716
TCGA-BR-A4IY-01	TCGA-BR-A4IY-01	-0.357	-1	2.588
TCGA-EL-A4KI-01	TCGA-EL-A4KI-01	-0.357	-1	1.288
TCGA-E2-A14V-01	TCGA-E2-A14V-01	-0.358	-1	3.146
TCGA-GI-A2C8-01	TCGA-GI-A2C8-01	-0.358	-1	2.609
TCGA-B0-4845-01	TCGA-B0-4845-01	-0.358	-1	2.272
TCGA-WQ-A9G7-01	TCGA-WQ-A9G7-01	-0.358	-1	1.183
TCGA-FG-6688-01	TCGA-FG-6688-01	-0.359	-1	2.846
TCGA-22-4599-01	TCGA-22-4599-01	-0.36	-1	2.731
TCGA-24-1471-01	TCGA-24-1471-01	-0.36	-1	2.414
TCGA-HZ-A8P0-01	TCGA-HZ-A8P0-01	-0.36	-1	2.331
TCGA-VS-A94Y-01	TCGA-VS-A94Y-01	-0.361	-1	3.16
TCGA-AH-6544-01	TCGA-AH-6544-01	-0.361	-1	2.614
TCGA-QQ-A5VB-01	TCGA-QQ-A5VB-01	-0.361	-1	2.457
TCGA-06-2566-01	TCGA-06-2566-01	-0.361	-1	
TCGA-EE-A3J8-06	TCGA-EE-A3J8-06	-0.362	-1	4.114
TCGA-BH-A0BA-01	TCGA-BH-A0BA-01	-0.362	-1	2.836
TCGA-DK-AA6W-01	TCGA-DK-AA6W-01	-0.362	-1	2.751
TCGA-PL-A8LX-01	TCGA-PL-A8LX-01	-0.362	-1	2.233
TCGA-98-8020-01	TCGA-98-8020-01	-0.363	-1	2.71
TCGA-56-8629-01	TCGA-56-8629-01	-0.363	-1	2.583
TCGA-3A-A9IC-01	TCGA-3A-A9IC-01	-0.363	-1	2.359
TCGA-G2-A2EF-01	TCGA-G2-A2EF-01	-0.364	-1	2.559
TCGA-ZM-AA0B-01	TCGA-ZM-AA0B-01	-0.365	-1	2.911
TCGA-2G-AAGK-01	TCGA-2G-AAGK-01	-0.366	-1	2.801
TCGA-EE-A2M7-06	TCGA-EE-A2M7-06	-0.366	-1	2.687
TCGA-EO-A3KW-01	TCGA-EO-A3KW-01	-0.367	-1	2.683
TCGA-A6-A5ZU-01	TCGA-A6-A5ZU-01	-0.368	-1	2.934
TCGA-85-A4CN-01	TCGA-85-A4CN-01	-0.368	-1	2.694
TCGA-EE-A2MH-06	TCGA-EE-A2MH-06	-0.369	-1	3.467
TCGA-19-4065-01	TCGA-19-4065-01	-0.369	-1	3.02
TCGA-A1-A0SN-01	TCGA-A1-A0SN-01	-0.369	-1	2.913
TCGA-C5-A1MI-01	TCGA-C5-A1MI-01	-0.369	-1	2.903
TCGA-CV-6942-01	TCGA-CV-6942-01	-0.369	-1	2.342
TCGA-13-0899-01	TCGA-13-0899-01	-0.369	-1	1.852
TCGA-LK-A4O7-01	TCGA-LK-A4O7-01	-0.37	-1	3.805
TCGA-D3-A1Q7-06	TCGA-D3-A1Q7-06	-0.37	-1	3.584
TCGA-2H-A9GI-01	TCGA-2H-A9GI-01	-0.37	-1	3.088
TCGA-E2-A1IN-01	TCGA-E2-A1IN-01	-0.37	-1	3.029
TCGA-OR-A5JA-01	TCGA-OR-A5JA-01	-0.37	-1	2.475
TCGA-XE-A9SE-01	TCGA-XE-A9SE-01	-0.371	-1	2.776
TCGA-G3-A7M5-01	TCGA-G3-A7M5-01	-0.371	-1	0.4967
TCGA-P3-A6T4-01	TCGA-P3-A6T4-01	-0.372	-1	3.302
TCGA-SH-A7BC-01	TCGA-SH-A7BC-01	-0.372	-1	2.919
TCGA-DX-A3UA-01	TCGA-DX-A3UA-01	-0.372	-1	2.433
TCGA-NC-A5HD-01	TCGA-NC-A5HD-01	-0.373	-1	2.696
TCGA-BP-5198-01	TCGA-BP-5198-01	-0.373	-1	2.621
TCGA-KN-8422-01	TCGA-KN-8422-01	-0.373	-1	2.342
TCGA-2Y-A9H2-01	TCGA-2Y-A9H2-01	-0.373	-1	1.926
TCGA-02-0033-01	TCGA-02-0033-01	-0.373	-1	
TCGA-12-0822-01	TCGA-12-0822-01	-0.373	-1	
TCGA-EE-A184-06	TCGA-EE-A184-06	-0.374	-1	4.02
TCGA-HR-A2OH-06	TCGA-HR-A2OH-06	-0.374	-1	3.682
TCGA-AN-A0AK-01	TCGA-AN-A0AK-01	-0.375	-1	3.342
TCGA-CN-5363-01	TCGA-CN-5363-01	-0.375	-1	2.428
TCGA-CD-8528-01	TCGA-CD-8528-01	-0.376	-1	2.84
TCGA-E9-A1RG-01	TCGA-E9-A1RG-01	-0.376	-1	2.071
TCGA-A6-6648-01	TCGA-A6-6648-01	-0.377	-1	3.125
TCGA-66-2770-01	TCGA-66-2770-01	-0.377	-1	2.674
TCGA-XF-AAMJ-01	TCGA-XF-AAMJ-01	-0.377	-1	2.556
TCGA-OR-A5JS-01	TCGA-OR-A5JS-01	-0.378	-1	2.901
